Short Title,Publication Date,Parent Volume,Chapter(s),Original File Name,Full Title,Page Range (original),Page Range (PDF) (1),Excerpt Type,Section / Event Date,Source Type,Citation Status,Tags,Notes & Description,File Upload,Publication,Title,Author,Case studies
Histoire des livres populaires ou de la littérature du colportage… jusqu’à l’établissement de la commission d’examen des livres de colportage – 30 novembre 1852,,,Chapter 1  (../Writing%20drafts%201eea8fa33dc580768fe9ef08bc4eee7a/Chapter%201%201eea8fa33dc5806cb2dce30b2520afe2.md),,,,,,,,,,,,,,,Timbre de colportage (1852) (Timbre%20de%20colportage%20(1852)%201ffa8fa33dc580a396f7fa4a311ef8c9.md)
